Collectivité;n° SIRET;Code Interne;Code Instance;Date Séance;Année;N° Passage;Référence;Titre;Vote Effectif;Vote Réél;Vote Pour;Vote Contre;Vote Abstention;Vote NPPV;NAT_VOTE;DELIB_URL
Grand Paris Sud;20005922800011.0;;bureau;2016-11-22;2016;;37;Projet de restructuration viaire dans le secteur « Bois Briard ex-RN446 » à Courcouronnes – déclaration de projet suite à enquête publique;;;;;;;;
Grand Paris Sud;20005922800011.0;;bureau;2016-11-22;2016;;40;Avis sur la modification des statuts du SIREDOM;;;;;;;;
Grand Paris Sud;20005922800011.0;;bureau;2016-11-22;2016;;44;Avis sur l’adhésion au SIVOM de la Communauté de communes de l’Orée de la Brie au titre de la compétence ordures ménagères pour les communes de Servon et Varennes-Jarcy;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-11-22;2016;;1;Procès-verbal du Conseil communautaire du 11 octobre 2016;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-11-22;2016;;2;Communication des travaux du Bureau communautaire du 18 octobre 2016;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-11-22;2016;;4;Commande Publique - approbation du guide des procédures internes;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-11-22;2016;;7;Budget annexe des pépinières - exercice 2016 – admission en non-valeur;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-11-22;2016;;11;Augmentation du capital de la SPL des territoires de l’Essonne;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-11-22;2016;;14;Installation de la Conférence Intercommunale du Logement (CIL);;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-11-22;2016;;23;Modification de l’enveloppe financière prévisionnelle pour la construction du groupe scolaire n°5 (Saint Exupéry) à Saint-Pierre-du-Perray;;;;;;;;
Grand Paris Sud;20005922800011.0;;bureau;2016-12-06;2016;;1;Procès-verbal du bureau communautaire du 22 novembre 2016;;;;;;;;
Grand Paris Sud;20005922800011.0;;bureau;2016-12-06;2016;;6;Versements d’acomptes sur subventions 2017 aux associations;;;;;;;;
Grand Paris Sud;20005922800011.0;;bureau;2016-12-06;2016;;12;Mise à disposition de personnel – Avenant n°2 à la convention conclue avec l’Etablissement Public Territorial Grand-Orly - Val-de-Bièvre - Seine-Amont;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-12-13;2016;;2;Communication des décisions prises par le Président et le Vice-Président en charge de la commande publique par délégation du conseil;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-12-13;2016;;17;Stade nautique Gabriel Menut à Corbeil-Essonnes – tarification de nouvelles activités;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2016-12-13;2016;;18;Equipements sportifs - tarifs 2017 de location et de mise en place du matériel;;;;;;;;
Grand Paris Sud;20005922800011.0;;conseil;2017-01-24;2017;;DEL_2017_006;Syndicat intercommunal d’aménagement, de rivières et de cycle de l’eau (SIARCE) – élection des représentants;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b952bdc6a6933b0dc037d82824aed28d
Grand Paris Sud;20005922800011.0;;conseil;2017-01-24;2017;;DEL_2017_007;Signature de la convention constitutive du Groupement d’Intérêt Public « Porte Sud du Grand Paris » - adhésion – désignation des représentants;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/aa9e03a5e02498319ce19b8ee58b87a5
Grand Paris Sud;20005922800011.0;;conseil;2017-01-24;2017;;DEL_2017_008;Augmentation de capital de la SEM Essonne Aménagement;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/64edd91df2c0c3bb0821aeb77f87a456
Grand Paris Sud;20005922800011.0;;bureau;2017-01-24;2017;;DEL_2017_013;Procès-verbal du bureau communautaire du 6 décembre 2016;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/976c11d9509f4dcc02e1208d7aecc3b8
Grand Paris Sud;20005922800011.0;;bureau;2017-01-24;2017;;DEL_2017_014;Théâtre de Sénart - transaction avec l'entreprise SPIE Batignolles Energie – IDF, titulaire du lot n°14 – Plomberie, sanitaire, CVC, protection incendie;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/22312115c26a5dfa81185588038a8a49
Grand Paris Sud;20005922800011.0;;bureau;2017-01-24;2017;;DEL_2017_015;Convention tripartite avec la commune de Villabé et la société SUEZ Eau France pour l’exploitation d’une conduite de transport d’eau potable;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/af801ad26c6d93b6a9d8259a2f2dcdeb
Grand Paris Sud;20005922800011.0;;bureau;2017-01-24;2017;;DEL_2017_016;Agenda d’accessibilité programmé (AD’AP) – validation de la demande d’approbation de l’agenda auprès du Préfet du Département de l’Essonne;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/067688f709f28d4cf5f3e7f391e25d38
Grand Paris Sud;20005922800011.0;;bureau;2017-01-24;2017;;DEL_2017_020;Expérimentation d’une démarche d’écologie industrielle territoriale – convention de partenariat avec la Chambre de Commerce et d’Industrie de l’Essonne;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/fcd4919ac75ce625adfff7650d2eef8e
Grand Paris Sud;20005922800011.0;;bureau;2017-01-24;2017;;DEL_2017_034;Formations en apprentissage - conventions de prise en charge financière avec le CFA EVE d’Evry, le CFA des métiers de l’automobile et le CFA académique « En mouvement » pour la formation de Gheorghe TOPALOV;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/13ee3ffebb2bcdb3519cbbd467116dba
Grand Paris Sud;20005922800011.0;;bureau;2017-01-24;2017;;DEL_2017_037;Observation foncière – acte d’engagement avec la Direction Générale de l’Aménagement du Logement et de la Nature;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/af88eea67efabaae2eb25f3cc67b7a87
Grand Paris Sud;20005922800011.0;;bureau;2017-01-24;2017;;DEL_2017_039;Avis sur le Schéma Régional de l’Habitat et de l’Hébergement;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/694f8aab7b3408a6e6c72462a31b7975
Grand Paris Sud;20005922800011.0;;bureau;2017-02-28;2017;;DEL_2017_041;Régularisation foncière - cession du groupe scolaire Molière au profit de la commune Le Mée-sur-Seine;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/7306073f197122415cc941befc4849f7
Grand Paris Sud;20005922800011.0;;bureau;2017-02-28;2017;;DEL_2017_052;Délégation de service public de distribution de gaz avec GRDF – rapport d’activité 2015;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/e9a8521f98968a0eb72071fd64369066
Grand Paris Sud;20005922800011.0;;bureau;2017-02-28;2017;;DEL_2017_057;Délégation de service public pour la gestion de la pépinière/hôtel d’entreprises Le Trident à Corbeil-Essonnes avec Interfaces – rapport d’activité 2015;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/3e2de8188aa4323f25856ecea113e038
Grand Paris Sud;20005922800011.0;;bureau;2017-02-28;2017;;DEL_2017_059;Fonds micro-projets 2017 pour les initiatives locales des habitants des quartiers politiques de la ville – cadre d’attribution des subventions;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f7223e6c188e603cb7131dc678b02912
Grand Paris Sud;20005922800011.0;;bureau;2017-02-28;2017;;DEL_2017_065;Convention avec le Centre Interdépartemental de Gestion de la Grande Couronne de la région Ile-de-France - assistance technique pour l’instruction des demandes d’allocation pour perte d’emploi;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/d18842ea44de5d7f512be63b3c058327
Grand Paris Sud;20005922800011.0;;conseil;2017-02-28;2017;;DEL_2017_066;Procès-verbal du Conseil communautaire du 24 janvier 2017;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/02ccbd337da6fe3e2402a3bb961ba69b
Grand Paris Sud;20005922800011.0;;conseil;2017-02-28;2017;;DEL_2017_067;Communication des travaux du Bureau communautaire du 24 janvier 2017;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/19c2479ba8e580e0f281a639b430e2d3
Grand Paris Sud;20005922800011.0;;conseil;2017-02-28;2017;;DEL_2017_069;Communication des décisions prises par le Vice-Président en charge de la commande publique – attributions exercées par délégation du Conseil communautaire;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2d8ca3407746ef8c0fed3a28badc5ddc
Grand Paris Sud;20005922800011.0;;conseil;2017-02-28;2017;;DEL_2017_073;Modification de la délégation d’attributions du Conseil communautaire au Bureau communautaire, au Président et au Vice-Président en charge de la commande publique;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f3d156d94960207b46500c682a26ea17
Grand Paris Sud;20005922800011.0;;conseil;2017-02-28;2017;;DEL_2017_078;Convention constitutive d’un groupement de commandes avec la Communauté d’agglomération Cœur d’Essonne pour la passation et l’exécution d’un marché de prestations intellectuelles relatives à la définition d’une stratégie commerciale;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/52343e3fa9677f7afa8f342ab7547b5d
Grand Paris Sud;20005922800011.0;;bureau;2017-03-28;2017;;DEL_2017_086;Signature de la Convention de formation professionnelle pour CESARIA NUNES Médiatrice de Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/d048bbe0ffcb1137d10adde999ce3a57
Grand Paris Sud;20005922800011.0;;bureau;2017-03-28;2017;;DEL_2017_089;Création de postes au tableau des effectifs;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/021b4ba97c5d13570be68b07d2528818
Grand Paris Sud;20005922800011.0;;conseil;2017-03-28;2017;;DEL_2017_095;Communication des décisions prises par le Vice-Président en charge de la commande publique par délégation du conseil;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/c9eaa7a46ea1916fbdabd73198d5e191
Grand Paris Sud;20005922800011.0;;conseil;2017-03-28;2017;;DEL_2017_098;Remplacement de Madame Widad ALLOUCHY au sein d’une commission thématique;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/e7c7a2a48ab48ee8f8f444dbb067273e
Grand Paris Sud;20005922800011.0;;conseil;2017-03-28;2017;;DEL_2017_119;Convention cadre pour le remembrement des patrimoines HLM sur les communes d’Evry et Courcouronnes;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a9bb73e7976771c50a16ba4ebf65c9fa
Grand Paris Sud;20005922800011.0;;bureau;2017-04-25;2017;;DEL_2017_136;Emprunt de 6 350 000 € contracté par la SA d’HLM résidence urbaine de France (R.U.F. GROUPE I 3F) auprès de la caisse des dépôts et consignations pour l'acquisition en VEFA de 54 logements situés ZAC du Balory à Vert-Saint-Denis;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/9d8a70153bb2bf6a476bb05015cf50d8
Grand Paris Sud;20005922800011.0;;bureau;2017-04-25;2017;;DEL_2017_139;Emprunt de 2 346 769 € contracté par la SA d’HLM logement francilien auprès de la caisse des dépôts et consignations pour l'acquisition en VEFA de 15 maisons individuelles, situées ZAC du Balory à Vert-Saint-Denis;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/5a2b3a18853747338a97c5f899a614ad
Grand Paris Sud;20005922800011.0;;bureau;2017-04-25;2017;;DEL_2017_144;Régularisation foncière et opération d'aménagement autour de la place de l'agora située à Evry - vente par l’AFUL AGORA au profit de Grand Paris Sud et modification de l'état descriptif de division en volumes de l'ensemble immobilier AP 19;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/49faad7a4fe0af3de3ce8c1491ffad01
Grand Paris Sud;20005922800011.0;;bureau;2017-04-25;2017;;DEL_2017_150;Réseau de transports Seine-Essonne - Approbation de la convention avec le STIF et KEOLIS Seine-Essonne;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2937b3eaeefcbd839dc677cbd3cdc8af
Grand Paris Sud;20005922800011.0;;bureau;2017-04-25;2017;;DEL_2017_151;Plan de mobilité interentreprises – Approbation de la convention partenariale, désignation d'un prestataire spécialisé pour mener l'étude et demande de subvention auprès de la région Ile de France;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/15168bf59036820cc0d5ca0ef6f76c01
Grand Paris Sud;20005922800011.0;;bureau;2017-04-25;2017;;DEL_2017_152;Mise aux normes de points d'arrêts inscrits au schéma directeur d'accessibilité sur les communes de Bondoufle, Evry et Grigny - demande de subventionn auprès du STIF;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a6ff90d11e511c9cb6c0c287ab17c246
Grand Paris Sud;20005922800011.0;;bureau;2017-04-25;2017;;DEL_2017_154;Demande de suppression de la ZAC du Bois Briard à Courcouronnes auprès de la Préfecture;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/93a4cf3de2c8397c0c114ed05798ec14
Grand Paris Sud;20005922800011.0;;bureau;2017-04-25;2017;;DEL_2017_164;Gestion des dépôts sauvages en forêt de Sénart - approbation de la convention avec l’ONF et le SIREDOM;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/558b20957a757a03412e1ec6812b81c1
Grand Paris Sud;20005922800011.0;;conseil;2017-05-23;2017;;DEL_2017_174;Communication des décisions prises par le Président par délégation du conseil;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/ab793a7b20388871b47600fe802b0f0a
Grand Paris Sud;20005922800011.0;;conseil;2017-05-23;2017;;DEL_2017_177;Syndicat intercommunal d’aménagement, de rivières et de cycle de l’eau (SIARCE) – Election des représentants;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f90a17470c380b5da4f7a50e3a764df4
Grand Paris Sud;20005922800011.0;;conseil;2017-05-23;2017;;DEL_2017_195;Association Centre des Musiques Traditionnelles (Maison des Jeunes et de la Culture) de Ris-Orangis – approbation de la convention financière – attribution d'une subvention;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/ec82aa5fb3bebcd2e4e743abb0583724
Grand Paris Sud;20005922800011.0;;conseil;2017-05-23;2017;;DEL_2017_203;Projet européen ITI – Approbation du projet « Accompagnement à l'émergence de projets innovants dans le domaine des éco-activités »;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b8aba5acd8eaa8e1b63722a00c81a8da
Grand Paris Sud;20005922800011.0;;conseil;2017-05-23;2017;;DEL_2017_205;Contrat de ville de Grigny 2014-2020 – Demande de subvention auprès de l’Etat pour l’action « Aide aux frais de transport collectif pour les personnes ne bénéficiant pas de la tarification solidarité transport »;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/256641164bb67ba2446ddea8bacdf1f3
Grand Paris Sud;20005922800011.0;;bureau;2017-05-30;2017;;DEL_2017_218;Création de postes au tableau des effectifs;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f42da9a185240e4381124f9450f50261
Grand Paris Sud;20005922800011.0;;bureau;2017-05-30;2017;;DEL_2017_220;Détermination du taux de promotion pour les avancements de grade à compter de l’année 2017;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/072cbfb15014d80b1a894468f83a3a17
Grand Paris Sud;20005922800011.0;;bureau;2017-05-30;2017;;DEL_2017_223;Intervention d’un psychologue du travail du Centre Interdépartemental de Gestion de la Grande Couronnes de la Région Ile-de-France – Signature d’un protocole;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/77314eac2699287d372df1fcf9ac17ff
Grand Paris Sud;20005922800011.0;;bureau;2017-05-30;2017;;DEL_2017_235;Participation financière à la maintenance du logiciel de gestion des droits des sols et fonciers « CART@DS CS » - conventions et avenants à conclure avec les communes membres utilisatrices de la Communauté d’agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/acf458af60752ca37e6daba117474b5f
Grand Paris Sud;20005922800011.0;;conseil;2017-06-27;2017;;DEL_2017_244;Budget principal - Exercice 2016 – Approbation du compte administratif, du compte de gestion et affectation du résultat;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/5ca930c9f68adaacb0369292704beacb
Grand Paris Sud;20005922800011.0;;conseil;2017-06-27;2017;;DEL_2017_245;"Budget annexe ""Assainissement et SPANC"" – Exercice 2016 – Approbation du compte administratif, du compte de gestion et affectation du résultat";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/088c4b85203fc0e1805315efc6d81b5e
Grand Paris Sud;20005922800011.0;;conseil;2017-06-27;2017;;DEL_2017_247;"Budget annexe ""Régie de l'eau"" – Exercice 2016 – Approbation du compte administratif, du compte de gestion et affectation du résultat";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/1da9774b2f88d8ceda108cfdf5bf1019
Grand Paris Sud;20005922800011.0;;conseil;2017-06-27;2017;;DEL_2017_252;"Budget annexe ""Parcs relais"" – Exercice 2016 – Approbation du compte administratif et du compte de gestion";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/bc0943a30179405bb2abac7f4b4b3289
Grand Paris Sud;20005922800011.0;;conseil;2017-06-27;2017;;DEL_2017_265;Avenant n°1 à la convention de service commun d’instruction des autorisations du droit des sols et approbation des avenants d’adhésions des communes d’Etiolles et de Tigery;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a50ee32104642c6379c66382a95ff682
Grand Paris Sud;20005922800011.0;;conseil;2017-06-27;2017;;DEL_2017_279;Equipements culturels – nouveaux tarifs applicables;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b3803bf6b0995987ba251c436dc68de3
Grand Paris Sud;20005922800011.0;;bureau;2017-07-04;2017;;DEL_2017_298;Acquisition d’un terrain situé avenue du Général Patton à Evry auprès de Monsieur Durieu Alain, Madame Durieu Martine et Monsieur Durieu Jean-Luc;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/408286e14407b6acb33cc91882a0371e
Grand Paris Sud;20005922800011.0;;bureau;2017-07-04;2017;;DEL_2017_301;Service des Arts Plastiques et Visuels – Approbation du nouveau règlement intérieur;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/ba9e3c1c0f9758a3cc93efa77d1ab0f6
Grand Paris Sud;20005922800011.0;;bureau;2017-07-04;2017;;DEL_2017_304;Relations internationales et Européennes - Organisation du marché artisanal Mali Sénégal – Prise en charge des frais des artisans et de leurs accompagnateurs;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/12f9f02809a6ca8c84e602e0ada01ff3
Grand Paris Sud;20005922800011.0;;bureau;2017-07-04;2017;;DEL_2017_309;Mise en œuvre des orientations de la prévention spécialisée sur le territoire de la Communauté d’Agglomération Grand Paris Sud Seine-Essonne-Sénart – Avenants n°2 aux conventions d’objectifs et de moyens 2015/2016 à conclure avec le Département de l’Essonne et les associations Oser et Viry-Grigny Prévention;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/851e423cbb91d775181c31142d663168
Grand Paris Sud;20005922800011.0;;bureau;2017-07-04;2017;;DEL_2017_323;Travaux d’assainissement dans le cadre d’un aménagement de voirie - chemin des Iles  Convention de délégation de maîtrise d’ouvrage à conclure avec la commune de Morsang-sur-Seine;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/fc733f066eb20e9cb4f31f551f4da80c
Grand Paris Sud;20005922800011.0;;bureau;2017-07-04;2017;;DEL_2017_325;Modification des réseaux de télécommunications rue de Milly au Coudray-Montceaux - Convention à conclure avec l’opérateur Orange;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/968a849496ed2390f5788a8ee3491075
Grand Paris Sud;20005922800011.0;;bureau;2017-07-04;2017;;DEL_2017_334;Zone d’Aménagement Concerté (ZAC) du Moulin à Vent à Cesson – Opération Natura 2000 – Rue Diane Fossey (parcelles X 840, X 841, X843 et X 846) – Rétrocession;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b38fbb70efac21bf234452a0324a519e
Grand Paris Sud;20005922800011.0;;conseil;2017-09-26;2017;;DEL_2017_351;Garantie d’emprunt de la société d’Economie Mixte Genopole auprès de la Banque Postale pour l’acquisition de terrains appartenant à Safran pour la réalisation d’une unité de bioproduction (YPOSKESI) à Evry;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/0bfe701697f44ec579b514ccea222017
Grand Paris Sud;20005922800011.0;;conseil;2017-09-26;2017;;DEL_2017_356;Association Voisin Malin - Subvention 2017 – Projets Politique de la Ville déployés sur les Contrats de Ville Centre Essonne et Grigny;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/52b1385688ffbf0f8c3950d0e73ce482
Grand Paris Sud;20005922800011.0;;conseil;2017-09-26;2017;;DEL_2017_366;Contrat de Délégation de Service Public de chauffage urbain – Approbation de l’avenant n°2 – Changement de siège social de la société Grand Paris Sud Energie Positive;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2f5420d4142f180f65dd1c3485cfc2f2
Grand Paris Sud;20005922800011.0;;conseil;2017-09-26;2017;;DEL_2017_369;Groupe scolaire Chantefables à Saint-Pierre-du-Perray – Extension du restaurant et construction d’un accueil périscolaire – Réévaluation de l’enveloppe financière prévisionnelle et de l’autorisation de programme;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/03421ec4b7b755fc832586261db2e6fc
Grand Paris Sud;20005922800011.0;;conseil;2017-09-26;2017;;DEL_2017_375;Centre Culturel Robert Desnos/ Arènes de l’Agora – Location de salle – Mise à jour du coût horaire technicien;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4057d8ead952f7c8bfc218e07861ded4
Grand Paris Sud;20005922800011.0;;bureau;2017-10-17;2017;;DEL_2017_384;Garantie d’emprunt de la SA d’HLM Immobilière 3F auprès de la Caisse des Dépôts et Consignations pour la construction de 26 logements situés ZAC de Plessis Saucourt à Tigery.;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/ec61ab4feb475f9670067ef5e435a8d0
Grand Paris Sud;20005922800011.0;;bureau;2017-10-17;2017;;DEL_2017_390;Prime de 13ème mois des agents de l’ex Communauté d’Agglomération de Sénart – Modalités de liquidation;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/ab5048e82a0fe77a0d5a84caaf6af804
Grand Paris Sud;20005922800011.0;;bureau;2017-10-17;2017;;DEL_2017_398;Réaménagement de la restauration scolaire et création de salles d’activités pour l’accueil périscolaire avec démolition d’un pavillon au groupe scolaire Chantefleurs/Chantefable à Saint-Pierre-du-Perray – Protocole d’accord transactionnel à conclure avec l’entreprise Lacroix;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/cffaf0f39e203e08429ccd5f7dfdf0fa
Grand Paris Sud;20005922800011.0;;bureau;2017-10-17;2017;;DEL_2017_402;Rejet des eaux pluviales – Domaine des Villas Jasmins à Saint-Pierre-du-Perray – Convention à conclure avec la SCIC Jasmins;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/eec4c3f423c38b506023ce761d67efe4
Grand Paris Sud;20005922800011.0;;bureau;2017-10-17;2017;;DEL_2017_403;Demande de subvention auprès de l’Agence de l’Eau Seine Normandie pour la maîtrise d’œuvre et les travaux de réhabilitation des réseaux d’assainissement et d’eau potable de la rue Eugène Maintenant à Lisses;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/051282729ba1ee98c92d64beb097ae17
Grand Paris Sud;20005922800011.0;;bureau;2017-10-17;2017;;DEL_2017_406;Acquisition de deux véhicules électriques – Demande de subvention auprès du Syndicat Mixte de l’Orges Yvette Seine pour l’Electricité et le Gaz (SMOYS);;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/384f7ff69852e1256ce1861b17150759
Grand Paris Sud;20005922800011.0;;bureau;2017-10-17;2017;;DEL_2017_412;Convention Publique d’Aménagement « ZAC du Bois Briard » - Acquisition auprès de Grand Paris Aménagement de la parcelle cadastrée AK 69 – Secteur BBR 2;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/8e793dfe0dfdfc0dd82e622f9640e925
Grand Paris Sud;20005922800011.0;;bureau;2017-10-17;2017;;DEL_2017_416;Plan de mobilité interentreprises Evry-Sud Corbeil-Essonnes – Approbation de la convention partenariale, désignation d’un prestataire spécialisé pour mener l’étude et demande de subvention auprès de la Région Ile-de-France – Délibération modificative;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f83690e9f20d0ea2bfc9e75cb03a61e6
Grand Paris Sud;20005922800011.0;;bureau;2017-11-21;2017;;DEL_2017_430;Transports et mobilité - Convention financière à conclure avec la commune de Savigny-le-Temple;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2d0fc5396c635a36b2ec1f53b5180fec
