Collectivité;n° SIRET;Code Interne;Code Instance;Date Séance;Année;N° Passage;Référence;Titre;Vote Effectif;Vote Réél;Vote Pour;Vote Contre;Vote Abstention;Vote NPPV;NAT_VOTE;DELIB_URL
Grand Paris Sud;20005922800011.0;4945;bureau;2018-09-25;2018;;DEL_2018_311;Garantie d'emprunt de la SA d'HLM Logement Francilien auprès de la Caisse des Dépôts et Consignations pour le transfert de patrimoine de 112 logements situés 14-34 rue de la Liberté à Moissy-Cramayel;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/9db5c525ec90df7838b9e312d20e23a1
Grand Paris Sud;20005922800011.0;5236;bureau;2018-09-25;2018;;DEL_2018_317;"Commercialisation du lotissement d'activités économiques ""Les Petits Bois"" à Bondoufle - Cession du lot n°8 (parcelle AE 34) au profit de la SCI SCUILLER ASSOCIES";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/c17fdb8cdf3bad2d4582c2a9957d9d94
Grand Paris Sud;20005922800011.0;5351;bureau;2018-09-25;2018;;DEL_2018_324;Aménagement de la place des Droits de l’Homme à Savigny-le-Temple - Convention de délégation de maîtrise d’ouvrage à conclure avec la commune de Savigny-le-Temple;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f87ac92be532f2ce6323ef1c81d4e975
Grand Paris Sud;20005922800011.0;4921;conseil;2018-10-02;2018;;DEL_2018_336;Décisions du Président et du Vice-président en charge de la commande publique - Attributions exercées par délégation du conseil communautaire;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/6c73cd3c17aecb46658ce1e572f3f8d9
Grand Paris Sud;20005922800011.0;5411;conseil;2018-10-02;2018;;DEL_2018_339;Cession d'actions de la SEM Genopole par le Département de l'Essonne au profit de Grand Paris Sud - Désignation de 2 représentants au conseil d'administration de la SEM;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/e20e56649d6b3f2efe1051fb6d55be95
Grand Paris Sud;20005922800011.0;5257;conseil;2018-10-02;2018;;DEL_2018_343;Adhésion à l'association Essonne Développement - Désignation d'un représentant;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/1ab47cfb22c04f5428bb702167e01752
Grand Paris Sud;20005922800011.0;5188;conseil;2018-10-02;2018;;DEL_2018_344;Adhésion au Pôle de compétitivité Francilien de la transformation numérique CAP DIGITAL - Désignation d'un représentant;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/90b5d130d445b3a2b15d4db43cda03d4
Grand Paris Sud;20005922800011.0;5230;conseil;2018-10-02;2018;;DEL_2018_347;Adhésion à l'association C-19 - Désignation d'un représentant;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/ab066b08083d6d846ab7be52b471a9da
Grand Paris Sud;20005922800011.0;4682;bureau;2018-11-13;2018;;DEL_2018_363;Attribution d'un fonds de concours 2018 à la commune de Nandy;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/d62d5883c9f3ba0b09ffd8ec481c09ce
Grand Paris Sud;20005922800011.0;5705;bureau;2018-11-13;2018;;DEL_2018_367;Formations en apprentissage - Conventions de prise en charge financière à conclure avec les CFA UNION ORSAY, CFA EVE EVRY, CFA SUP DE VINCI, CFA INFA, CFA FONDERIE DE L’IMAGE, CFA DESCARTES, CFA DES SCIENCES UPMC PARIS, CFA CERFAL/ ESGI et CFA CERFAL/Campus Montsouris;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/de25478197a05f727df8d30ab1afe731
Grand Paris Sud;20005922800011.0;5646;bureau;2018-11-13;2018;;DEL_2018_371;Garantie d'emprunt de la SA d'HLM Essonne Habitat auprès de la Caisse d'Epargne Ile de France pour l'acquisition de 157 logements d'Espaces Habitat Construction situés rue Jean Renoir à Courcouronnes;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/fd609b464f4aa068a21e8f8f3d40c7aa
Grand Paris Sud;20005922800011.0;3979;bureau;2018-11-13;2018;;DEL_2018_377;Projet de rénovation urbaine du quartier des Pyramides à Evry - Expropriation secteur Miroirs - Indemnisation de la SCP FLOQUET et NOACHOVITCH;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/d07cd083e7bf519a172f5c5c62499b94
Grand Paris Sud;20005922800011.0;5419;bureau;2018-11-13;2018;;DEL_2018_385;Mise en accessibilité de deux points d'arrêt sur la commune de Saint-Germain-lès-Corbeil - Demande de subvention auprès d'Ile-de-France Mobilités;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/d5d1fa1180d2610f221eb1e1dcb761c4
Grand Paris Sud;20005922800011.0;5581;bureau;2018-11-13;2018;;DEL_2018_390;Délégation de Service Public de distribution de gaz sur le territoire de Sénart en Essonne – Rapport d'activité 2017;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/835cf7c3c2d96483062b97c9e1b98e5c
Grand Paris Sud;20005922800011.0;5611;conseil;2018-11-20;2018;;DEL_2018_396;Communication des travaux du bureau communautaire du 25 septembre 2018;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/420974066b92d6fb1ed70422412263a8
Grand Paris Sud;20005922800011.0;5529;conseil;2018-11-20;2018;;DEL_2018_403;"Budget annexe Régie de l'Eau"" - exercice 2018 - admission en non valeur""";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/9b8168cc6e35247a650f14557269e843
Grand Paris Sud;20005922800011.0;5861;conseil;2018-11-20;2018;;DEL_2018_405;Attribution et versement de subventions aux associations pour l'année 2018;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/eca515d2f0bd29a9f48e93bd1672c461
Grand Paris Sud;20005922800011.0;5870;conseil;2018-11-20;2018;;DEL_2018_407;"Convention portant avance de trésorerie à la SEML Centre de Formation et de Professionnalisation des Lacs de l'Essonne"" - Avenant n°1""";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4f9e85b8696f11412f7f60a78b6fb8ff
Grand Paris Sud;20005922800011.0;5777;conseil;2018-11-20;2018;;DEL_2018_411;Contrat de cohésion sociale et urbaine de Grigny - Transfert de subvention à la Communauté d'agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/495784a78f05a6851bc2f232fda6deb1
Grand Paris Sud;20005922800011.0;5778;conseil;2018-11-20;2018;;DEL_2018_412;Acquisition d'actions de la SEMARDEL auprès de la commune de Grigny;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b657ecc1b93d0deb13929df84a89442f
Grand Paris Sud;20005922800011.0;5463;conseil;2018-11-20;2018;;DEL_2018_416;"Secteur dit Meulières-60 Arpents-Le Républicain"" situé à Evry et Ris-Orangis - Demande d'instauration d'un périmètre d'étude auprès du Préfet de l'Essonne""";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/e0cd7302644efa205d0354f60c91a540
Grand Paris Sud;20005922800011.0;5165;conseil;2018-11-20;2018;;DEL_2018_419;Approbation des cartes stratégiques du bruit sur le territoire de Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/7f2f6c1ff4dfb93823026e4b0ffa1fa3
Grand Paris Sud;20005922800011.0;5412;conseil;2018-11-20;2018;;DEL_2018_425;Piscine de Grigny - Tarifs 2019;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/7ea8176be275c03e71b7079255896084
Grand Paris Sud;20005922800011.0;6014;bureau;2018-12-11;2018;;DEL_2018_429;Procès-verbal du Bureau communautaire du 13 novembre 2018;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f9c300097db3ca6241dc0b5ae1c95daa
Grand Paris Sud;20005922800011.0;6029;bureau;2018-12-11;2018;;DEL_2018_430;Création de postes au tableau des effectifs;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/9b757fa09ec3ac4345c4e88836910054
Grand Paris Sud;20005922800011.0;5938;bureau;2018-12-11;2018;;DEL_2018_433;Attribution d'un fonds de concours à la commune de Grigny;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/695bcdf4d259c153f172d05ea7d7bba4
Grand Paris Sud;20005922800011.0;5575;bureau;2018-12-11;2018;;DEL_2018_439;Valorisation du Cirque de l'Essonne - Acquisition auprès du Département de l'Essonne de parcelles situées sur la commune de Villabé - Demande de subvention auprès du Département de l'Essonne;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b140a64df39eb04d1e1610d0792858ff
Grand Paris Sud;20005922800011.0;5875;bureau;2018-12-11;2018;;DEL_2018_441;Opération de requalification secteur AGORA - II - Vente AFUL AGORA / GPS et modification de l'EDDV de l'ensemble immobilier cadastré AP 19;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/ecc9fa81e65479049d0a46d08e6737c9
Grand Paris Sud;20005922800011.0;5895;bureau;2018-12-11;2018;;DEL_2018_444;OPAH des Patios à Grigny - Avenant n°2 à la convention d'Opération Programmée d'Amélioration de l'Habitat à conclure avec le Département de l'Essonne, l'Agence Nationale de l'Habitat et la commune de Grigny;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4d4226dae74091354dcfb2bd301e07c0
Grand Paris Sud;20005922800011.0;4941;bureau;2018-12-11;2018;;DEL_2018_451;"Secteur dit ""R3"" Entrée du parc d'activités économiques de Savigny-le-Temple - Convention de veille foncière à conclure avec l'EPFIF, l'EPA de Sénart et la commune de Savigny-le-Temple";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f56454d8f6c8ff117f97f4a428991689
Grand Paris Sud;20005922800011.0;5622;bureau;2018-12-11;2018;;DEL_2018_454;Projet TZen 2 - Convention de financement à conclure avec le Département de Seine-et-Marne et la Communauté d'agglomération Melun Val-de-Seine pour une Etude d’opportunité et de dimensionnement d’un P+R au nord de Melun;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/af3960701e6078ab7adb74b6bb82d21d
Grand Paris Sud;20005922800011.0;5742;bureau;2018-12-11;2018;;DEL_2018_460;Participation au salon MIPIM 2019 - Convention constitutive de groupement de commandes à conclure avec Paris Region Entreprises;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a96963cbe3ba517f23ec2cda54c1b7bd
Grand Paris Sud;20005922800011.0;5804;bureau;2018-12-11;2018;;DEL_2018_464;Aménagement du site de Paris - Villaroche sur les communes de Montereau-sur-le-Jard, Limoges-Fourches, Lissy et Réau - Avenant n°1 au protocole d'accord;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/b4b05ba32bbfdd8a7fc9dcb626f74a3b
Grand Paris Sud;20005922800011.0;5974;bureau;2018-12-11;2018;;DEL_2018_467;Schéma directeur Déchets - Demande de subvention auprès de l'ADEME;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/19ea3f5d538fd041caa2e47a31cf1234
Grand Paris Sud;20005922800011.0;5846;bureau;2018-12-11;2018;;DEL_2018_471;"Service Arts Visuels - Demande de subvention auprès de la Fondation Tapa pour la mise en place d'un workshop dans le cadre de l'exposition ""La collection fantôme - chapitre ceux qui nous regardent"" au musée des civilisations de Côte d'Ivoire";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/35c58342f2034b0c4ffe989b29cbc6d9
Grand Paris Sud;20005922800011.0;5971;conseil;2018-12-18;2018;;DEL_2018_473;Procès-verbal du conseil communautaire du 20 novembre 2018;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/850579507183d1e37439a4644cfe93c8
Grand Paris Sud;20005922800011.0;6242;conseil;2018-12-18;2018;;DEL_2018_476;Modification de la délégation d'attributions du conseil communautaire au bureau communautaire, au Président et au Vice-Président en charge de la commande publique;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/0f766bcefec4f98b704ef5a2a674ee9e
Grand Paris Sud;20005922800011.0;6147;conseil;2018-12-18;2018;;DEL_2018_478;Régie de l'Eau de Grand Paris Sud - Actualisation des statuts - Désignation de 3 membres au conseil d'exploitation;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/1c76c4f1d1e305f055c87f236e038baf
Grand Paris Sud;20005922800011.0;5283;conseil;2018-12-18;2018;;DEL_2018_491;Budget annexe « Régie Le Plan » - Budget primitif - Exercice 2019;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/c9d87f5a22f84681ac0d0bfae1c45bd8
Grand Paris Sud;20005922800011.0;6091;conseil;2018-12-18;2018;;DEL_2018_500;Budget annexe « Régie de l'Eau » - Régularisation débet;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/357d8183cb41f1c2fa8fe35629a47594
Grand Paris Sud;20005922800011.0;6185;conseil;2018-12-18;2018;;DEL_2018_502;Vote des taux de fiscalité - Taxes directes locales - Exercice 2019;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/118a78193ca3fde46cedac1651608cb3
Grand Paris Sud;20005922800011.0;5916;conseil;2018-12-18;2018;;DEL_2018_507;Sollicitation de la délégation du droit de préemption urbain auprès de la Commune d'Evry - Parcelle BP 223 située à Evry - Avenue du Général Patton;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/e76a509a3c3b696cb8bec666fbefcd0d
Grand Paris Sud;20005922800011.0;5951;conseil;2018-12-18;2018;;DEL_2018_516;Renforcement de la couche de roulement sur les boulevards Dunant et Allende à Corbeil-Essonnes - Création de l'autorisation de programme;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/620aaa7e673713425210bc87546377b9
Grand Paris Sud;20005922800011.0;6143;conseil;2018-12-18;2018;;DEL_2018_518;Aménagement d'une médiathèque et d'un espace seniors dans la ZAC du Grand Parc à Bondoufle - Approbation de l'avant-projet définitif et confirmation de l'enveloppe financière prévisionnelle - Demandes de subvention auprès du Conseil régional d'Ile-de-France et de l'Etat;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/7dcef3bda93daa0d4dc73b59b3472077
Grand Paris Sud;20005922800011.0;5932;conseil;2018-12-18;2018;;DEL_2018_527;Régie de l'eau de Grand Paris Sud - Redevances 2019;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/dcbb23bbe78ee61c7b3bb79ccc1d1597
Grand Paris Sud;20005922800011.0;5898;conseil;2018-12-18;2018;;DEL_2018_534;Contribution financière au projet de Learning Center/La Maison des Sciences de l'Homme et de la Société de l'Université d'Evry Val d'Essonne;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4daa92f686fc1d0bfd9249d2087ef5ea
Grand Paris Sud;20005922800011.0;6344;conseil;2019-01-09;2019;;DEL_2019_001;Election du Président de la Communauté d’agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/45569c914538a63938118008b5e141ae
Grand Paris Sud;20005922800011.0;6413;conseil;2019-01-09;2019;;DEL_2019_008;Election du 7ème Vice-président de la Communauté d’agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/8380eed3a8d117744478ecfab1874433
Grand Paris Sud;20005922800011.0;6414;conseil;2019-01-09;2019;;DEL_2019_009;Election du 8ème Vice-président de la Communauté d’agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/417d2dcf18701ded846559ca94fe36a7
Grand Paris Sud;20005922800011.0;6473;conseil;2019-01-09;2019;;DEL_2019_014;Election du 13ème Vice-président de la Communauté d’agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/4b842254f3616b0dacdae8e098f2d5db
Grand Paris Sud;20005922800011.0;6450;conseil;2019-01-09;2019;;DEL_2019_018;Election du 2ème délégué au bureau de la Communauté d’agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/cf4de563acf77f28aa655e9bcbed490e
Grand Paris Sud;20005922800011.0;6446;conseil;2019-01-09;2019;;DEL_2019_021;Election du 5ème délégué au bureau de la Communauté d’agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/0f338687733b5964b3d02ba98e5f4ca5
Grand Paris Sud;20005922800011.0;6402;conseil;2019-01-09;2019;;DEL_2019_035;Election du 19ème délégué au bureau de la Communauté d’agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f1c6aae477fe539c38cc9d0fb2c6a654
Grand Paris Sud;20005922800011.0;6478;bureau;2019-01-29;2019;;DEL_2019_043;Attribution d'un fonds de concours à la commune d'Evry;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/699947cd668131f6d61e6ec15ed4033d
Grand Paris Sud;20005922800011.0;6419;bureau;2019-01-29;2019;;DEL_2019_044;Création de postes au tableau des effectifs;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/31c704d5e0e3572dff8760690d734fbc
Grand Paris Sud;20005922800011.0;6001;bureau;2019-01-29;2019;;DEL_2019_045;Garantie d'emprunt de la SA d'HLM Immobilière 3 F auprès de la Caisse des Dépôts et Consignations pour l'acquisition en VEFA de 98 logements situés quai de la Borde-2948L à Ris-Orangis - Délibération modificative;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/599c7d0da92a9ae3721cebe99e7f14de
Grand Paris Sud;20005922800011.0;6488;bureau;2019-01-29;2019;;DEL_2019_048;ZAC de l'éco quartier du Val de Ris - Concession d'aménagement - Compte-rendu annuel à la collectivité locale pour l'année 2017 et bilan prévisionnel pour l'année 2018 établis par Grand Paris Aménagement;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/57a1a97626a4ce217471964876c73e68
Grand Paris Sud;20005922800011.0;6489;bureau;2019-01-29;2019;;DEL_2019_049;ZAC de l'Eco quartier du Val de Ris - Modification n°4 du Programme des Equipements Publics;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/c3f825aa866934057349da88d857d72a
Grand Paris Sud;20005922800011.0;6038;bureau;2019-01-29;2019;;DEL_2019_051;ZAC de l'Eco quartier du Val de Ris - Approbation de l'avenant n°5 au traité de concession d'aménagement à conclure avec Grand Paris Aménagement;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/01bdc7d3a0886cd1cf07c6c23e58a4b1
Grand Paris Sud;20005922800011.0;6145;bureau;2019-01-29;2019;;DEL_2019_061;Réseaux des médiathèques de Grand Paris Sud - Nouvelles solutions de désherbage des documents déclassés;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/f54908bf6ae942b9c106d26ccd96d857
Grand Paris Sud;20005922800011.0;5967;conseil;2019-02-12;2019;;DEL_2019_081;Rénovation de la place du comte Haymon à Corbeil-Essonnes - Approbation du programme, de l'enveloppe prévisionnelle et création d'une autorisation de programme - Autorisations administratives;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/8ce0d29a306b064af6f3958819105f03
Grand Paris Sud;20005922800011.0;6218;conseil;2019-02-12;2019;;DEL_2019_082;Aménagement du cœur de ville d'Etiolles - Approbation du programme, de l'enveloppe financière prévisionnelle et création d'une autorisation de programme;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/9470f0394ed6c6f14e04ea6a660afb08
Grand Paris Sud;20005922800011.0;7037;bureau;2019-03-26;2019;;DEL_2019_099;Mise à disposition d'une orthophotographie - Convention de participation financière à conclure avec les communes membres de la Communauté d'agglomération Grand Paris Sud Seine-Essonne-Sénart;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/d9feaa47eec3fa86d433023226cda323
Grand Paris Sud;20005922800011.0;7036;bureau;2019-03-26;2019;;DEL_2019_104;"Atelier international de maîtrise d’œuvre urbaine sur  le  thème «Réinvestir la Seine» - Convention de partenariat à conclure avec l'association 'Les Ateliers Internationaux de Maîtrise d'Oeuvre Urbaine""";;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/edc286493877233700be1e0541b43791
Grand Paris Sud;20005922800011.0;7027;bureau;2019-03-26;2019;;DEL_2019_105;Etude sur les besoins en logement des salariés travaillant sur le territoire de la Communauté d'agglomération Grand Paris Sud Seine-Essonne-Sénart - Convention constitutive de groupement de commandes à conclure avec  Action Logement;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/356170fee49f7f9e8c0322a941ce7dfb
Grand Paris Sud;20005922800011.0;6831;bureau;2019-03-26;2019;;DEL_2019_111;Requalification du Groupe scolaire Le Balory à Nandy - Convention de délégation de maîtrise d'ouvrage à conclure avec la commune de Nandy;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/a44435164f8efa7051c072289e80c672
Grand Paris Sud;20005922800011.0;7176;conseil;2019-04-02;2019;;DEL_2019_123;CLECT – Modification de la composition et désignation des représentants d’Evry-Courcouronnes;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/6f83131d9099aec8fe49eee6519b1629
Grand Paris Sud;20005922800011.0;6872;conseil;2019-04-02;2019;;DEL_2019_140;Réaménagement de la place Jean Cocteau à Evry-Courcouronnes - Approbation du programme, de l'enveloppe financière prévisionnelle et création d'une autorisation de programme - Autorisations administratives;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/37298846ad01259f59f7a12e4e493f74
Grand Paris Sud;20005922800011.0;6951;conseil;2019-04-02;2019;;DEL_2019_141;Reconstruction de la médiathèque Elsa Triolet et du conservatoire Olivier Messiaen à Ris-Orangis - Approbation du programme de travaux, de l'enveloppe financière prévisionnelle et création de l'autorisation de programme - Autorisations administratives;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/382dff608615dc549eb89c89f5650f3d
Grand Paris Sud;20005922800011.0;7102;conseil;2019-04-02;2019;;DEL_2019_147;Approbation du projet de plan régional de prévention et de gestion des déchets (PRPGD);;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/6f5a10b37e581c71e013027ff16ac769
Grand Paris Sud;20005922800011.0;7621;bureau;2019-05-28;2019;;DEL_2019_156;Garantie d'emprunt de la SA d'HLM Domaxis auprès de la Caisse des Dépôts et Consignations pour la réhabilitation de 55 logements Coquibus situés sur plusieurs adresses à Evry-Courcouronnes;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/81a7818d5e1994c5f70a616c51121f1e
Grand Paris Sud;20005922800011.0;7603;bureau;2019-05-28;2019;;DEL_2019_157;Garantie d'emprunt de la SA d'HLM 3F Seine et Marne auprès de la Caisse des Dépôts et Consignations pour l'acquisition en VEFA de 18 logements situés 1 rue du Gros Caillou - B147L à Cesson;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/9fadab1b89825df1421316b12f498b0c
Grand Paris Sud;20005922800011.0;7457;bureau;2019-05-28;2019;;DEL_2019_163;Forum Parcours Avenir - Convention de partenariat à conclure avec la SAEM TICE;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/08f8cdb5f1de29fd539734e0cd23fd66
Grand Paris Sud;20005922800011.0;7576;bureau;2019-05-28;2019;;DEL_2019_165;Développement numérique du territoire - convention de partenariat 2019-2021 à conclure avec la société ORANGE;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2bc02bf8d667fb0e0a9010bc017f5cd4
Grand Paris Sud;20005922800011.0;3250;bureau;2019-05-28;2019;;DEL_2019_169;Gestion des déchets sur le centre d'orientation des migrants à Ris-Orangis - Convention à conclure avec l'association COALLIA;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/2e70ab6da4cfa26ce31bed530b77e5a7
Grand Paris Sud;20005922800011.0;7324;bureau;2019-05-28;2019;;DEL_2019_171;Réseau des Médiathèques 77 - Convention d'objectifs et de financement 2018-2021 à conclure avec la caisse d'allocations familiales (CAF) de Seine-et-Marne;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/626c05aa298e25ae0d685bbefdc4e48f
Grand Paris Sud;20005922800011.0;7064;conseil;2019-05-28;2019;;DEL_2019_178;Modification de la délégation du conseil communautaire au bureau communautaire, au Président et au Vice-président en charge de la commande publique;;;;;;;;https://data.grandparissud.fr/api/explore/v2.1/catalog/datasets/deliberation-gps-migration-scdl/files/91fb1f8b0d81e968160bee56aa659505
